row_row__id,row_row__uuid,row_row__position,row_row__address,row_draw_date,row_winning_numbers,row_multiplier
row-wujg.qyy7-c5ii,00000000-0000-0000-EA33-5DC068E7EE3C,0,https://data.ny.gov/resource/d6yy-54nr/row-wujg.qyy7-c5ii,2021-03-31T00:00:00,03 10 44 55 68 24,2
row-frrc-6d3n.xtbd,00000000-0000-0000-D872-CC1728286EE3,0,https://data.ny.gov/resource/d6yy-54nr/row-frrc-6d3n.xtbd,2021-04-03T00:00:00,01 12 17 39 53 05,2
row-2dyx-zaz5-wadx,00000000-0000-0000-91CE-0059F39B1DAC,0,https://data.ny.gov/resource/d6yy-54nr/row-2dyx-zaz5-wadx,2021-04-07T00:00:00,27 35 39 51 66 16,5
row-itym_bv7y-chc8,00000000-0000-0000-CF71-8D507C5E83FB,0,https://data.ny.gov/resource/d6yy-54nr/row-itym_bv7y-chc8,2021-04-10T00:00:00,14 16 23 50 53 03,3
row-abxa~vaim~3hqz,00000000-0000-0000-5E3B-BE18B1669F21,0,https://data.ny.gov/resource/d6yy-54nr/row-abxa~vaim~3hqz,2021-04-14T00:00:00,13 30 33 45 61 14,2
row-9mm6-we6k.iw3n,00000000-0000-0000-2E2F-809EB427C2DD,0,https://data.ny.gov/resource/d6yy-54nr/row-9mm6-we6k.iw3n,2021-04-17T00:00:00,10 21 26 41 49 25,2
row-d5p5.eddd_wnum,00000000-0000-0000-F1B3-7CE2019E0364,0,https://data.ny.gov/resource/d6yy-54nr/row-d5p5.eddd_wnum,2021-04-21T00:00:00,21 25 32 63 67 06,2
row-hjtd~82iz.p5nv,00000000-0000-0000-C2A0-89082F95F62B,0,https://data.ny.gov/resource/d6yy-54nr/row-hjtd~82iz.p5nv,2021-04-24T00:00:00,22 36 48 59 61 22,3
row-q65g~z83u~d3xx,00000000-0000-0000-D003-D78DCFEBD0CF,0,https://data.ny.gov/resource/d6yy-54nr/row-q65g~z83u~d3xx,2020-09-23T00:00:00,08 17 49 52 59 01,2
row-af7f~es7d~fvy9,00000000-0000-0000-2813-DC8EF2D2F4C5,0,https://data.ny.gov/resource/d6yy-54nr/row-af7f~es7d~fvy9,2020-09-19T00:00:00,11 14 23 47 57 14,4
row-8m2w-5w5r-qrv2,00000000-0000-0000-8779-CEEA3C5ED4C2,0,https://data.ny.gov/resource/d6yy-54nr/row-8m2w-5w5r-qrv2,2020-09-16T00:00:00,10 17 31 51 53 01,2
row-2nrw.uzss_e2nr,00000000-0000-0000-8C4B-24F457A8135A,0,https://data.ny.gov/resource/d6yy-54nr/row-2nrw.uzss_e2nr,2020-09-12T00:00:00,16 17 20 53 67 04,2
row-d796~5u5q~gf44,00000000-0000-0000-0C3B-42E80B219EE8,0,https://data.ny.gov/resource/d6yy-54nr/row-d796~5u5q~gf44,2020-09-09T00:00:00,27 52 55 60 64 21,3
row-b9s8-fjy8.q7bv,00000000-0000-0000-33DD-193084D786AC,0,https://data.ny.gov/resource/d6yy-54nr/row-b9s8-fjy8.q7bv,2020-09-05T00:00:00,15 21 22 27 47 07,2
row-3j2k_bfge-5rdw,00000000-0000-0000-1F70-2276598D2276,0,https://data.ny.gov/resource/d6yy-54nr/row-3j2k_bfge-5rdw,2020-09-02T00:00:00,01 04 11 20 69 18,2
row-5fm6_kiw3.izxi,00000000-0000-0000-5950-221096B6159E,0,https://data.ny.gov/resource/d6yy-54nr/row-5fm6_kiw3.izxi,2020-08-29T00:00:00,05 21 22 29 43 10,2
row-2d4d-2sgm.eg8a,00000000-0000-0000-B88A-326DF8FC2E64,0,https://data.ny.gov/resource/d6yy-54nr/row-2d4d-2sgm.eg8a,2020-08-26T00:00:00,08 12 19 47 58 02,2
row-hwtw.pd3m.7sjc,00000000-0000-0000-74E9-26C13B30AB6C,0,https://data.ny.gov/resource/d6yy-54nr/row-hwtw.pd3m.7sjc,2020-08-22T00:00:00,19 30 36 42 66 14,3
row-ji4p-t7t3~ijib,00000000-0000-0000-70C3-45A9B1D50320,0,https://data.ny.gov/resource/d6yy-54nr/row-ji4p-t7t3~ijib,2020-08-19T00:00:00,13 23 47 55 58 23,10
row-zte5~9s5u_sx9b,00000000-0000-0000-BEDC-55A998D2B58D,0,https://data.ny.gov/resource/d6yy-54nr/row-zte5~9s5u_sx9b,2020-08-15T00:00:00,05 12 34 45 56 03,3
row-sk59~b5ii~qfqc,00000000-0000-0000-0C3A-178DD624E516,0,https://data.ny.gov/resource/d6yy-54nr/row-sk59~b5ii~qfqc,2020-08-12T00:00:00,02 06 18 36 37 21,2
row-gmtk.ss86.8pys,00000000-0000-0000-F334-195413D2F53D,0,https://data.ny.gov/resource/d6yy-54nr/row-gmtk.ss86.8pys,2020-08-08T00:00:00,02 03 14 40 51 24,3
row-4c4f~ppvq-vtzx,00000000-0000-0000-E213-B659271B3577,0,https://data.ny.gov/resource/d6yy-54nr/row-4c4f~ppvq-vtzx,2020-08-05T00:00:00,07 14 17 57 65 24,5
row-svjc~iukr~5wm5,00000000-0000-0000-2106-64D65D2A0790,0,https://data.ny.gov/resource/d6yy-54nr/row-svjc~iukr~5wm5,2020-08-01T00:00:00,06 25 36 43 48 24,3
row-9ien~9xhj.uxcm,00000000-0000-0000-0D86-39C228AA2437,0,https://data.ny.gov/resource/d6yy-54nr/row-9ien~9xhj.uxcm,2020-07-29T00:00:00,07 29 35 40 45 26,2
row-xf6k_uhue_vmzg,00000000-0000-0000-649C-EFAFD737B26B,0,https://data.ny.gov/resource/d6yy-54nr/row-xf6k_uhue_vmzg,2020-07-25T00:00:00,05 21 36 61 62 18,2
row-cedn~akty~26ru,00000000-0000-0000-0AED-29368FBF0CD5,0,https://data.ny.gov/resource/d6yy-54nr/row-cedn~akty~26ru,2020-07-22T00:00:00,16 25 36 44 55 14,3
row-pbce_8796.5xph,00000000-0000-0000-E9A0-8C3E7151A55A,0,https://data.ny.gov/resource/d6yy-54nr/row-pbce_8796.5xph,2020-07-18T00:00:00,13 16 32 58 59 09,2
row-raan-6aai_4qyu,00000000-0000-0000-4F36-7EDB47F6CFB3,0,https://data.ny.gov/resource/d6yy-54nr/row-raan-6aai_4qyu,2020-07-15T00:00:00,27 47 61 62 69 04,10
row-ujbu.6qe8_2b28,00000000-0000-0000-1E47-0B37DD3947D3,0,https://data.ny.gov/resource/d6yy-54nr/row-ujbu.6qe8_2b28,2020-07-11T00:00:00,14 19 61 62 64 04,2
row-u5sx-76nk-5gw8,00000000-0000-0000-52A9-2A8657EB34F7,0,https://data.ny.gov/resource/d6yy-54nr/row-u5sx-76nk-5gw8,2020-07-08T00:00:00,03 10 34 36 62 05,10
row-a6nn_e3gp~u9ai,00000000-0000-0000-8F7B-B2CBD271D79C,0,https://data.ny.gov/resource/d6yy-54nr/row-a6nn_e3gp~u9ai,2020-07-04T00:00:00,16 21 27 60 61 06,2
row-3588.qdgp-t8ik,00000000-0000-0000-AFD6-BE879FA39D68,0,https://data.ny.gov/resource/d6yy-54nr/row-3588.qdgp-t8ik,2020-07-01T00:00:00,15 28 52 53 63 18,4
row-k36u.vgmg~y2bp,00000000-0000-0000-E693-F7425034EBDE,0,https://data.ny.gov/resource/d6yy-54nr/row-k36u.vgmg~y2bp,2020-06-27T00:00:00,09 36 49 56 62 08,2
row-aii7~5qhs.rh34,00000000-0000-0000-F713-950D910D1885,0,https://data.ny.gov/resource/d6yy-54nr/row-aii7~5qhs.rh34,2020-06-24T00:00:00,15 22 27 33 46 23,3
row-w2cm-ant7-yx94,00000000-0000-0000-2FE5-6CE2B2A84E9E,0,https://data.ny.gov/resource/d6yy-54nr/row-w2cm-ant7-yx94,2020-06-20T00:00:00,10 31 41 63 67 05,3
row-5gg2_ey47~b9ye,00000000-0000-0000-AC21-512EADE70B6B,0,https://data.ny.gov/resource/d6yy-54nr/row-5gg2_ey47~b9ye,2020-06-17T00:00:00,07 10 63 64 68 10,3
row-g4nn.jart_7yz8,00000000-0000-0000-209B-53609043C24B,0,https://data.ny.gov/resource/d6yy-54nr/row-g4nn.jart_7yz8,2020-06-13T00:00:00,02 12 32 50 65 05,3
row-3aii~badq-5pbj,00000000-0000-0000-AE9A-AC65D573B86F,0,https://data.ny.gov/resource/d6yy-54nr/row-3aii~badq-5pbj,2020-06-10T00:00:00,10 33 41 52 54 18,5
row-zrwq~tsgn-et3d,00000000-0000-0000-1A6C-228BD17C02CC,0,https://data.ny.gov/resource/d6yy-54nr/row-zrwq~tsgn-et3d,2020-06-06T00:00:00,01 17 38 68 69 18,2
row-pf4u-ygbx-uvgy,00000000-0000-0000-01C8-3C288BDBB70D,0,https://data.ny.gov/resource/d6yy-54nr/row-pf4u-ygbx-uvgy,2020-06-03T00:00:00,01 03 26 41 64 17,2
row-uakm.j67q.kg5n,00000000-0000-0000-04A9-B6467A1B250D,0,https://data.ny.gov/resource/d6yy-54nr/row-uakm.j67q.kg5n,2020-05-30T00:00:00,13 32 41 58 60 14,2
row-kavd~nj3x-5fkb,00000000-0000-0000-96FE-5F07D98EAB95,0,https://data.ny.gov/resource/d6yy-54nr/row-kavd~nj3x-5fkb,2020-05-27T00:00:00,38 58 59 64 68 21,3
row-i9i3.mn25_qu85,00000000-0000-0000-91BD-052415D62AFB,0,https://data.ny.gov/resource/d6yy-54nr/row-i9i3.mn25_qu85,2020-05-23T00:00:00,02 08 18 21 23 16,4
row-r25q~etbd_9heh,00000000-0000-0000-340E-01F12502D216,0,https://data.ny.gov/resource/d6yy-54nr/row-r25q~etbd_9heh,2020-05-20T00:00:00,18 34 40 42 50 09,2
row-wgpy-cvgd_au4p,00000000-0000-0000-85E5-68BB2BF03FB7,0,https://data.ny.gov/resource/d6yy-54nr/row-wgpy-cvgd_au4p,2020-05-16T00:00:00,08 12 26 39 42 11,2
row-4wgx_bsna-dyzm,00000000-0000-0000-BF12-5F22AE9FA472,0,https://data.ny.gov/resource/d6yy-54nr/row-4wgx_bsna-dyzm,2020-05-13T00:00:00,39 53 54 56 57 20,3
row-59bf-qf9j-ihp3,00000000-0000-0000-6462-2797A5705313,0,https://data.ny.gov/resource/d6yy-54nr/row-59bf-qf9j-ihp3,2020-05-09T00:00:00,12 18 42 48 65 19,5
row-phqd.84uq~y84z,00000000-0000-0000-D536-5C0ECA92192E,0,https://data.ny.gov/resource/d6yy-54nr/row-phqd.84uq~y84z,2020-05-06T00:00:00,07 08 35 50 65 20,4
row-e4q6.m4yc~gqe6,00000000-0000-0000-81B1-069E7020F004,0,https://data.ny.gov/resource/d6yy-54nr/row-e4q6.m4yc~gqe6,2020-05-02T00:00:00,13 16 33 58 68 24,5
row-z366~puhs_5sbx,00000000-0000-0000-6443-5D13B26E5C46,0,https://data.ny.gov/resource/d6yy-54nr/row-z366~puhs_5sbx,2020-04-29T00:00:00,02 20 49 61 67 20,2
row-s4wz~fuhu_njwg,00000000-0000-0000-3AF7-46111154EAE4,0,https://data.ny.gov/resource/d6yy-54nr/row-s4wz~fuhu_njwg,2020-04-25T00:00:00,01 03 21 47 57 18,2
row-4pqg_988d-djd6,00000000-0000-0000-43B1-B2A10DF4E612,0,https://data.ny.gov/resource/d6yy-54nr/row-4pqg_988d-djd6,2020-04-22T00:00:00,01 33 35 40 69 24,5
row-qa8d_hi88-qzfe,00000000-0000-0000-81C8-49967584DF15,0,https://data.ny.gov/resource/d6yy-54nr/row-qa8d_hi88-qzfe,2020-04-18T00:00:00,04 44 46 56 63 19,2
row-jrkj~5t8f~gb3c,00000000-0000-0000-5C4F-6660EBB50867,0,https://data.ny.gov/resource/d6yy-54nr/row-jrkj~5t8f~gb3c,2020-04-15T00:00:00,10 12 33 36 41 02,3
row-m2um~uxdp~2pah,00000000-0000-0000-C343-052974F95916,0,https://data.ny.gov/resource/d6yy-54nr/row-m2um~uxdp~2pah,2020-04-11T00:00:00,22 29 30 42 47 17,3
row-n7yk-8fjx~75rp,00000000-0000-0000-2991-9DB007C8C619,0,https://data.ny.gov/resource/d6yy-54nr/row-n7yk-8fjx~75rp,2020-04-08T00:00:00,02 37 39 48 54 05,3
row-374f_5xbm.iata,00000000-0000-0000-7C6C-F966BCDF12E2,0,https://data.ny.gov/resource/d6yy-54nr/row-374f_5xbm.iata,2020-04-04T00:00:00,08 31 39 40 43 04,3
row-7zyx_fgzt.8qc6,00000000-0000-0000-AC59-654106397DE1,0,https://data.ny.gov/resource/d6yy-54nr/row-7zyx_fgzt.8qc6,2020-04-01T00:00:00,33 35 45 48 60 16,2
row-n5a4-c5ij_sit3,00000000-0000-0000-4C7C-4E435C34E6A5,0,https://data.ny.gov/resource/d6yy-54nr/row-n5a4-c5ij_sit3,2020-03-28T00:00:00,07 40 48 55 66 11,2
row-pqwj.dvuw.q9m6,00000000-0000-0000-6579-AF7B69C9A086,0,https://data.ny.gov/resource/d6yy-54nr/row-pqwj.dvuw.q9m6,2020-03-25T00:00:00,05 09 27 39 42 16,2
row-w9km~yngm.5ks3,00000000-0000-0000-65B5-269A405C0F5D,0,https://data.ny.gov/resource/d6yy-54nr/row-w9km~yngm.5ks3,2020-03-21T00:00:00,02 23 40 59 69 13,2
row-4mkk_5j4u~3i6u,00000000-0000-0000-0016-5CDD672FDB59,0,https://data.ny.gov/resource/d6yy-54nr/row-4mkk_5j4u~3i6u,2020-03-18T00:00:00,15 27 44 59 63 08,4
row-gq4t~9skj.czkv,00000000-0000-0000-B82B-300E27CBC660,0,https://data.ny.gov/resource/d6yy-54nr/row-gq4t~9skj.czkv,2020-03-14T00:00:00,09 23 26 30 32 08,3
row-mmjb-uqrv.w795,00000000-0000-0000-B72E-DA8136CA8894,0,https://data.ny.gov/resource/d6yy-54nr/row-mmjb-uqrv.w795,2020-03-11T00:00:00,04 29 49 50 67 02,4
row-ggwx-r5my_k9r3,00000000-0000-0000-C22E-14ECA48BF921,0,https://data.ny.gov/resource/d6yy-54nr/row-ggwx-r5my_k9r3,2020-03-07T00:00:00,07 15 21 33 62 23,2
row-ycqw_twm4-jc8c,00000000-0000-0000-26A1-C3713637140F,0,https://data.ny.gov/resource/d6yy-54nr/row-ycqw_twm4-jc8c,2020-03-04T00:00:00,18 43 58 60 68 14,2
row-qmg3.ukgj.2vxy,00000000-0000-0000-9855-F768E4A05E85,0,https://data.ny.gov/resource/d6yy-54nr/row-qmg3.ukgj.2vxy,2020-02-29T00:00:00,24 44 46 50 51 13,3
row-9iue~ktn2-9f9n,00000000-0000-0000-87A7-CD304D99D7E8,0,https://data.ny.gov/resource/d6yy-54nr/row-9iue~ktn2-9f9n,2020-02-26T00:00:00,08 27 29 36 47 24,3
row-wjwm_yrv2~ytsp,00000000-0000-0000-8419-3DA82433E04F,0,https://data.ny.gov/resource/d6yy-54nr/row-wjwm_yrv2~ytsp,2020-02-22T00:00:00,25 37 39 61 62 11,3
row-763c~jyn9.rm73,00000000-0000-0000-61DD-643B6559816A,0,https://data.ny.gov/resource/d6yy-54nr/row-763c~jyn9.rm73,2020-02-19T00:00:00,10 12 15 19 56 19,2
row-p7xd_xhem~fp2f,00000000-0000-0000-18D6-185E33DF93D3,0,https://data.ny.gov/resource/d6yy-54nr/row-p7xd_xhem~fp2f,2020-02-15T00:00:00,16 32 35 36 46 03,3
row-siwz~fv2y_jjbj,00000000-0000-0000-F362-27B316FDBEF4,0,https://data.ny.gov/resource/d6yy-54nr/row-siwz~fv2y_jjbj,2020-02-12T00:00:00,14 47 54 55 68 25,2
row-p4zw-hzjg.5kf3,00000000-0000-0000-12C8-A0ECB2222943,0,https://data.ny.gov/resource/d6yy-54nr/row-p4zw-hzjg.5kf3,2020-02-08T00:00:00,35 49 50 59 66 06,2
row-j4qx-tz4c~6s3r,00000000-0000-0000-0D5D-582009C4AF2F,0,https://data.ny.gov/resource/d6yy-54nr/row-j4qx-tz4c~6s3r,2020-02-05T00:00:00,23 30 35 41 57 02,3
row-r9ig_p9uf.hbjf,00000000-0000-0000-A113-2E029D5FB59F,0,https://data.ny.gov/resource/d6yy-54nr/row-r9ig_p9uf.hbjf,2020-02-01T00:00:00,12 33 54 57 60 13,4
row-i5cq_bg6n-awa9,00000000-0000-0000-B363-E88290A1850F,0,https://data.ny.gov/resource/d6yy-54nr/row-i5cq_bg6n-awa9,2020-01-29T00:00:00,09 12 15 31 60 02,2
row-iqfi.uayw.mysh,00000000-0000-0000-6C99-DDB342F00A7C,0,https://data.ny.gov/resource/d6yy-54nr/row-iqfi.uayw.mysh,2020-01-25T00:00:00,02 09 17 36 67 18,2
